5230,01-01-2000 00:00,1,6.2,0.972,15.5,2.976,6.74,-140.3448582,19.55,0
5941,01-01-2000 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.11,296.1524377,116.705722,0
6282,01-01-2000 00:00,1,19.2,9.72,48,9.6,7.88,147.6261227,88.5,0
7191,01-01-2000 00:00,1,11.2,5.832,28,2.16,7.69,106.1483535,52.3,0
8249,01-01-2000 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.3,259.5599838,119.5442113,0
8985,01-01-2000 00:00,1,8.008,36.9311,20.02,56.16,8,382.0393151,173.9,0
4816,01-01-2001 00:00,1,9,8,22.5,5,8.04,106.2361294,55.8333,0
5836,01-01-2001 00:00,1,28.2,15.309,70.5,2.976,7.86,262.5411803,134.288,0
6454,01-01-2001 00:00,1,15,0.972,37.5,2.88,7.75,-164.3936955,41.55,1
7498,01-01-2001 00:00,1,26.968,25.6559,67.42,14,7.93,382.9300431,174.32,1
8105,01-01-2001 00:00,1,68.916,37.1085,172.29,115,8.04,488,326.909,0
8523,01-01-2001 00:00,1,23,6,57.5,3,8.16,562,82.5,0
1980,01-01-2002 00:00,3,7,14,17.5,31.01410383,7.5,240,75.8333,0
5183,01-01-2002 00:00,1,9.988,4.86729,24.97,18,8.08,200,45.2504,0
6051,01-01-2002 00:00,1,41.032,10.0651,102.58,74.88,7.98,337.3465916,144.518,0
6446,01-01-2002 00:00,1,24.972,27.5975,62.43,128,8.37,686,177.42,0
7017,01-01-2002 00:00,1,21.972,27.233,54.93,118,7.75,652.0695638,168.401,0
7878,01-01-2002 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.2,158.9638729,127.3507075,0
8833,01-01-2002 00:00,1,20.016,10.9253,50.04,15.84,8.22,191.1958156,95.562,0
4579,01-01-2003 00:00,1,31.4,13.122,78.5,15.984,7.91,136.319923,133.175,1
5115,01-01-2003 00:00,1,27.2,10.692,68,39.744,8.22,251.7787284,112.55,0
6060,01-01-2003 00:00,1,15.8,4.7385,39.5,6.24,7,191.6581191,59.2438,0
6477,01-01-2003 00:00,1,6.4,1.944,16,9.792,7.61,46.27034367,24.1,0
6658,01-01-2003 00:00,1,20.976,52.6241,52.44,183,7.55,968,271.707,0
7508,01-01-2003 00:00,1,49.04,29.7432,122.6,89.76,8.39,511.7414059,246.53,0
8097,01-01-2003 00:00,1,14,15,35,16,8,207,97.5,0
8332,01-01-2003 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,6.9,176,76.38008248,0
8512,01-01-2003 00:00,1,23.972,12.167,59.93,85,7.92,320,110.626,0
8973,01-01-2004 00:00,1,47.036,29.9886,117.59,11.04,8.14,386.2375848,242.543,1
5957,01-01-2005 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.4,250.416582,120.2539261,0
6543,01-01-2005 00:00,1,17.98,41.8082,44.95,260,8.2,187.7385981,219.151,0
2038,01-01-2008 00:00,3,12.6,6.6825,31.5,0.816,8.13,100.8356043,59.3438,0
4730,01-01-2008 00:00,1,18.2,8.019,45.5,7.92,8.08,254.5857357,78.9125,0
6081,01-01-2008 00:00,1,24.02,34.7369,60.05,109.92,8.32,314.3675081,204.787,0
6565,01-01-2008 00:00,1,17.8,1.944,44.5,9.12,7.8,-152.7814389,52.6,0
7205,01-01-2008 00:00,1,33.6,20.412,84,9.936,8.11,318.6606732,169.05,0
7710,01-01-2008 00:00,1,44.036,34.9701,110.09,200.16,8,399.9939112,255.799,0
8408,01-01-2008 00:00,1,25.968,32.0954,64.92,83.34882023,8.3,526,198.651,0
8502,01-01-2008 00:00,1,7.992,15.7999,19.98,11,8.2,139,85.8128,0
2016,01-01-2009 00:00,3,23.6,4.7385,59,1.056,8.1,91.52595992,78.7438,0
4667,01-01-2009 00:00,1,30.964,25.9014,77.41,72,8.03,448,185.332,0
6087,01-01-2009 00:00,1,22,6.6825,55,14.88,7.95,117.9233062,82.8438,0
6205,01-01-2009 00:00,1,17.2,4.2525,43,3.456,7.13,177.0978187,60.7188,0
6523,01-01-2009 00:00,1,11.4,3.159,28.5,4.416,7.36,87.60865813,41.6625,0
7216,01-01-2009 00:00,1,36.68,9.5499,91.7,61,8.26,410,131.491,1
7611,01-01-2009 00:00,1,50.04,51.7347,125.1,240,8.32,669.8632334,340.661,0
8357,01-01-2009 00:00,1,9,22.9635,22.5,54,7.9,600,118.181,0
8491,01-01-2009 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7,280.8935496,117.8881897,0
10247,01-01-2009 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.548169142,241.1123543,120.9825448,0
2030,01-01-2010 00:00,3,78.4,0.972,196,10.464,7.9,355.7114566,200.05,0
4678,01-01-2010 00:00,1,32,14,80,31.60271528,8.55,580,138.333,0
4921,01-01-2010 00:00,1,44.4,24.543,111,13.728,7.8,501.0015065,213.262,0
6094,01-01-2010 00:00,1,29.4,1.5795,73.5,20.4,7.69,235.9125865,80.0813,0
6496,01-01-2010 00:00,1,12.6,8.6265,31.5,4.224,8,67.53105369,67.4437,0
6577,01-01-2010 00:00,1,62,18,155,190,7.95,463.5465199,230,0
7228,01-01-2010 00:00,1,28.5,5.1,71.25,8.05,7.94,115.4423401,92.5,0
7595,01-01-2010 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.585641026,205.0767525,123.7612122,0
7824,01-01-2010 00:00,1,26.968,9.86094,67.42,26.5,8.34,374.3843051,108.507,0
8378,01-01-2010 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.2,190,127.6506379,0
8760,01-01-2010 00:00,1,14.4,8.748,36,7.584,7.33,124,72.45,0
10201,01-01-2010 00:00,1,6.4,2.916,16,1.008,7.13,-265.4967942,28.15,0
2005,01-01-2011 00:00,3,15.2,3.402,38,2.736,7.75,88.1897333,52.175,0
4655,01-01-2013 00:00,1,9.988,48.1213,24.97,128.9264633,8.2,954,225.475,0
4829,01-01-2013 00:00,1,17.98,53.2291,44.95,246,8.14,701,266.738,0
6113,01-01-2013 00:00,1,26.6,10.449,66.5,4.8,8,228.7475956,110.038,1
6662,01-01-2013 00:00,1,42.948,48.5101,107.37,230,8.32,424.6153562,309.495,0
7265,01-01-2013 00:00,1,7.4,15.95,18.5,16.91,8.16,178.9522195,84.9583,0
7581,01-01-2013 00:00,1,32.024,15.5374,80.06,19.2,7.97,284.8607482,144.799,0
7796,01-01-2013 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.557186878,235.2667484,121.3949042,0
8417,01-01-2013 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.548169142,241.1123543,120.9825448,0
8740,01-01-2013 00:00,1,17,11,42.49818914,4.6,7.5,134,98.333,0
10220,01-01-2013 00:00,1,6,1.944,15,1.44,6.8,-203.5827217,23.1,0
4712,01-01-2014 00:00,1,40.8,66.825,102,23.232,7.9,802.883964,380.438,0
4837,01-01-2014 00:00,1,31,4.0095,77.5,23.04,7.14,159.7311127,94.2063,0
6272,01-01-2014 00:00,1,32.8,17.6175,82,36.384,7.85,254.2983506,155.406,0
6367,01-01-2014 00:00,1,32,11,79.99541192,16.1,7.66,252,160.833,0
6675,01-01-2014 00:00,1,22.972,22.9805,57.43,89,7.77,500,153.182,0
7728,01-01-2014 00:00,1,36.028,21.124,90.07,132.48,8.6,249.385671,178.087,0
8041,01-01-2014 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.7,450,157.3178031,0
8428,01-01-2014 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7,219.9271537,122.619418,0
8468,01-01-2014 00:00,1,16,2,40,42,8.02,120,48.3333,0
10238,01-01-2014 00:00,1,4.8,1.944,12,2.688,7.17,-50.70000948,20.1,0
2023,01-01-2015 00:00,3,18.8,4.86,47,20.112,7.6,40.09669922,67.25,0
4616,01-01-2015 00:00,1,14.4,7.776,36,5.28,6.97,230.7478792,68.4,1
5139,01-01-2015 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.7,186.4221147,125.2221133,0
5854,01-01-2015 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,8.02,149.2754995,119.0939427,0
6231,01-01-2015 00:00,1,45.036,25.1286,112.59,49.92,8.21,449.4265683,217.293,1
6376,01-01-2015 00:00,1,56,1,139.9899207,14.5,7.85,317,235.833,1
6697,01-01-2015 00:00,1,16,6.804,40,3.936,7.22,-4.93655241,68.35,0
7286,01-01-2015 00:00,1,4.8,2.916,12,0.816,6.84,58.91948847,24.15,0
7549,01-01-2015 00:00,1,14.012,76.7807,35.03,579.84,8.15,674.0755285,354.95,0
8029,01-01-2015 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7.1,158.9623154,127.3506769,0
8272,01-01-2015 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7,93,67.88196383,0
8450,01-01-2015 00:00,1,23.43024921,14.52600721,58.5733298,32.90565384,7,158.9607578,127.3506463,0
